dataset,sigma,method,image,rho_1,rho_ratio_1,rho_phase_1,E_band1_clean,rho_2,rho_ratio_2,rho_phase_2,E_band2_clean,rho_3,rho_ratio_3,rho_phase_3,E_band3_clean,rho_4,rho_ratio_4,rho_phase_4,E_band4_clean
VOC,1,cae_pso,2008_003684_jpg.rf.89fe6eacfcbd42c040956f390fea33af.jpg,0.9201481229782739,0.9201481229782739,0.7573837914329205,2794307481785087.5,0.8305560336943978,0.8305560336943978,0.5271012075747714,43587340362032.72,0.3033320735631079,0.3033320735631079,0.11490396299682049,12760367329405.61,0.2358752551623693,0.23587525516236937,-0.004697522323505066,6203298316965.039
VOC,1,bm3d,2008_003800_jpg.rf.4ff33e5fd9693adbbbcce8f6d2bcff1e.jpg,0.9999794201415061,0.9999794201415061,0.998477436974592,3539391756032230.0,0.9999444553999755,0.9999444553999755,0.9742280453699459,36352893501903.266,0.9998349242730158,0.9998349242730158,0.937862125521606,9504530570273.258,0.9962633620823921,1.0037366379176078,0.884063050744741,5232981837466.096
VOC,1,gaussian_filter,2008_003800_jpg.rf.4ff33e5fd9693adbbbcce8f6d2bcff1e.jpg,0.9941217001747966,0.9941217001747966,0.9804844460933049,3539391756032230.0,0.3493970282670058,0.3493970282670057,0.5469049890710946,36352893501903.266,0.09293624238609988,0.09293624238609995,0.20439847511762443,9504530570273.258,0.07443224225598544,0.07443224225598548,0.06323559753964125,5232981837466.096
VOC,1,autoencoder,2008_003800_jpg.rf.4ff33e5fd9693adbbbcce8f6d2bcff1e.jpg,0.8968756336952678,0.8968756336952678,0.7006766398128345,3539391756032230.0,0.8650172715160991,0.8650172715160991,0.39691418882970475,36352893501903.266,0.3755790672821617,0.37557906728216167,-0.01741749011264493,9504530570273.258,0.330667564018138,0.330667564018138,-0.08085979369456342,5232981837466.096
VOC,1,dncnn,2008_003800_jpg.rf.4ff33e5fd9693adbbbcce8f6d2bcff1e.jpg,0.9118391609711924,0.9118391609711924,0.7013969511999063,3539391756032230.0,0.9582967185396715,1.0417032814603284,0.5547938621537173,36352893501903.266,0.8991261579030652,1.1008738420969348,0.45638239783542167,9504530570273.258,0.840633848326128,1.159366151673872,0.4062532660386855,5232981837466.096
VOC,1,cae_pso,2008_003800_jpg.rf.4ff33e5fd9693adbbbcce8f6d2bcff1e.jpg,0.8879480322529735,0.8879480322529735,0.7005435068936487,3539391756032230.0,0.9255856273207296,0.9255856273207296,0.46523560963359933,36352893501903.266,0.41419559805843087,0.41419559805843076,0.027203191170974472,9504530570273.258,0.34865069142920624,0.34865069142920624,-0.07964447491018345,5232981837466.096
VOC,1,bm3d,2008_003873_jpg.rf.d453aa087900617e327180f1a4d94ef3.jpg,0.9999634271468562,1.000036572853144,0.9975516384674794,1324770105476080.8,0.9993642658869837,0.9993642658869837,0.9665145113644569,18357487081179.555,0.9989266319681391,0.9989266319681391,0.9209269951087817,4329508055016.945,0.9960724588602905,1.0039275411397095,0.8631212162027148,2336857601212.073
VOC,1,gaussian_filter,2008_003873_jpg.rf.d453aa087900617e327180f1a4d94ef3.jpg,0.9913478902006453,0.9913478902006453,0.9759145954081344,1324770105476080.8,0.3436390569744492,0.3436390569744492,0.5480699043767638,18357487081179.555,0.07338729508510522,0.07338729508510529,0.19444551369844187,4329508055016.945,0.04967799679110463,0.04967799679110466,0.052788128795801526,2336857601212.073
VOC,1,autoencoder,2008_003873_jpg.rf.d453aa087900617e327180f1a4d94ef3.jpg,0.9041251301577005,0.9041251301577004,0.6933585842363044,1324770105476080.8,0.7268150697299092,0.7268150697299092,0.33407025949520874,18357487081179.555,0.26683269478517535,0.26683269478517535,-0.026072500835388146,4329508055016.945,0.2311527226824387,0.23115272268243864,-0.11436821793911744,2336857601212.073
VOC,1,dncnn,2008_003873_jpg.rf.d453aa087900617e327180f1a4d94ef3.jpg,0.9113158464396417,0.9113158464396417,0.6942759311771205,1324770105476080.8,0.8609603569478805,0.8609603569478805,0.4494172811206759,18357487081179.555,0.9368016422830023,0.9368016422830023,0.41415767494723943,4329508055016.945,0.9879609780883114,0.9879609780883114,0.3458499125850629,2336857601212.073
